Ground Truth File,OCR File,Missing Percentage,Changed Percentage
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter114.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter114.txt,1.10%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter59.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter59.txt,2.93%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter54.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter54.txt,1.24%,2.17%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter66.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter66.txt,1.27%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter90.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter90.txt,1.72%,7.69%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter112.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter112.txt,1.30%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter113.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter113.txt,1.32%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter119.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter119.txt,1.47%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter27.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter27.txt,3.12%,4.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter98.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter98.txt,1.77%,8.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter62.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter62.txt,1.23%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter10.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter10.txt,2.13%,0.00%
