Ground Truth File,OCR File,Missing Percentage,Changed Percentage
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter59.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter59.txt,1.20%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter54.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter54.txt,1.24%,12.20%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter66.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter66.txt,1.11%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter90.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter90.txt,1.63%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter112.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter112.txt,1.08%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter113.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter113.txt,0.91%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter119.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter119.txt,1.15%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter27.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter27.txt,1.68%,40.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter98.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter98.txt,1.48%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter62.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter62.txt,1.76%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter10.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter10.txt,1.03%,28.57%
